age,age_class_ord,sex_binary,group_size,n_silverbacks,multi_male_group,prop_silverbacks,prop_adult_females,prop_infants,dependency_ratio,habitat_quality_score,dom_rank_norm,body_condition_score,forage_pct,rest_pct,social_pct,travel_pct,mean_foraging_pct,mean_agonistic,mean_affiliation,social_integration,foraging_efficiency,cohesion_idx,annual_rainfall_mm,lagged_rainfall_mm,rainfall_anomaly_z,lagged_rain_z,rainfall_seasonality_idx,survived_next_year,individual_id,year,group_name,age_class,sex
30,4,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,3.9,51.0,34.3,10.2,4.5,54.62,0.2,1.4,1.1666666666666667,1.989,0.0946969696969697,1029.6,1076.1,-0.6436345180930011,-0.23749120804491633,2.6212227687983134,1,278,2020,Agashya,senior,F
31,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,2.8,51.4,19.9,19.8,8.9,50.36,0.4,3.0,2.142857142857143,1.4391999999999998,0.058892815076560655,1072.1,1029.6,-0.288546397309195,-0.6344779279449149,2.890862944162436,1,278,2021,Agashya,senior,F
32,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.11,43.5,14.5,15.9,26.1,46.06,0.4,2.8,2.0,1.3528499999999999,0.08103727714748785,1046.1,1072.1,-0.5057767770828175,-0.2716406033051313,2.6509762900976295,1,278,2022,Agashya,senior,F
33,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.19,54.0,27.1,16.5,2.4,53.87,0.83,2.67,1.4590163934426228,1.7226,0.09025270758122744,1162.7,1046.1,0.46841792605581384,-0.4936116724965283,2.429708222811671,1,278,2023,Agashya,senior,F
10,2,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.0,3.33,49.1,34.0,23.7,0.0,51.67,0.5,2.0,1.3333333333333333,1.6350300000000002,0.2298850574712644,1133.2,,0.22194499515881905,,3.0120268836222146,1,279,2010,Agashya,subadult,F
11,2,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.19999999996,3.25,52.2,28.5,22.3,0.0,51.72,0.33,1.17,0.8796992481203006,1.6965000000000001,0.06765899864682003,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,279,2011,Agashya,subadult,F
12,3,0,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.16666666663888888,3.38,29.3,26.5,11.1,33.1,28.83,0.33,1.33,1.0,0.9903400000000001,0.1075268817204301,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,1,279,2012,Agashya,prime_adult,F
13,3,0,7,2,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.16666666666666666,4.46,0.0,2.9,54.4,32.8,11.1,1.7,51.32,0.0,2.4,2.4,1.5776,0.16835016835016833,1019.0,1035.6,-0.7321976729237848,-0.5832538350545925,2.74586852735953,1,279,2013,Agashya,prime_adult,F
14,3,0,5,2,1,0.4,0.4,0.0,0.25,4.46,0.19999999996,3.51,59.2,32.1,16.3,0.0,60.57,0.33,2.0,1.5037593984962405,2.07792,0.0949667616334283,1061.7,1019.0,-0.3754385492186429,-0.7249738253844836,2.7287719298245614,1,279,2014,Agashya,prime_adult,F
15,3,0,6,2,1,0.3333333333333333,0.3333333333333333,0.0,0.5,4.46,0.16666666663888888,3.23,45.0,43.3,11.2,0.5,45.2,0.75,1.83,1.0879545454545454,1.4535,0.1191896806455279,1342.4,1061.7,1.9698140508758128,-0.36042903098168894,2.5539682539682538,1,279,2015,Agashya,prime_adult,F
16,3,0,5,2,1,0.4,0.2,0.0,0.6666666666666666,4.46,0.0,3.69,45.2,22.9,15.3,16.6,45.2,0.75,1.83,1.0879545454545454,1.66788,0.1191896806455279,1384.6,1342.4,2.3223956672776143,2.036004781403894,2.8998029833943146,1,279,2016,Agashya,prime_adult,F
17,3,0,4,2,1,0.5,0.25,0.0,0.3333333333333333,4.46,0.0,4.63,39.4,31.2,11.3,18.1,34.18,0.2,2.0,1.6666666666666667,1.82422,0.1400560224089636,1041.6,1384.6,-0.5433743428128676,2.39628090139916,3.163738019169329,1,279,2017,Agashya,prime_adult,F
18,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,2.91,48.5,14.6,12.9,24.0,45.2,0.75,1.83,1.0879545454545454,1.41135,0.1191896806455279,1118.3,1041.6,0.09745527751931923,-0.5320297421642701,2.9411971830985912,1,279,2018,Agashya,prime_adult,F
19,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,3.03,60.7,25.9,22.2,0.0,45.2,0.75,1.83,1.0879545454545454,1.83921,0.1191896806455279,1076.1,1118.3,-0.25512633888248387,0.12278491195035154,2.4982137057486202,1,279,2019,Agashya,prime_adult,F
20,4,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,2.74,44.4,24.1,12.1,19.4,45.2,0.75,1.83,1.0879545454545454,1.21656,0.1191896806455279,1029.6,1076.1,-0.6436345180930011,-0.23749120804491633,2.6212227687983134,1,279,2020,Agashya,senior,F
21,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,2.21,45.0,36.5,11.2,7.3,42.97,0.33,3.33,2.5037593984962405,0.9945,0.35714285714285715,1072.1,1029.6,-0.288546397309195,-0.6344779279449149,2.890862944162436,1,279,2021,Agashya,senior,F
22,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,2.58,49.6,21.3,15.9,13.2,51.52,0.2,2.8,2.3333333333333335,1.27968,0.25252525252525254,1046.1,1072.1,-0.5057767770828175,-0.2716406033051313,2.6509762900976295,1,279,2022,Agashya,senior,F
23,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.33,38.8,32.7,12.2,16.3,35.3,0.5,1.5,1.0,1.2920399999999999,0.10952902519167579,1162.7,1046.1,0.46841792605581384,-0.4936116724965283,2.429708222811671,1,279,2023,Agashya,senior,F
25,4,1,8,2,1,0.25,0.375,0.125,0.6,4.46,0.19999999996,3.46,45.3,25.7,12.9,16.1,45.2,0.75,1.83,1.0879545454545454,1.56738,0.1191896806455279,1133.2,,0.22194499515881905,,3.0120268836222146,1,280,2010,Agashya,senior,M
26,4,1,8,2,1,0.25,0.375,0.125,0.6,4.46,0.0,3.81,54.8,37.2,15.3,0.0,52.96,0.6,1.6,1.0,2.0878799999999997,0.05707762557077626,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,280,2011,Agashya,senior,M
27,4,1,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.16666666663888888,2.97,45.2,35.7,12.5,6.6,41.33,1.33,1.67,0.7167381974248926,1.3424400000000003,0.17953321364452424,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,1,280,2012,Agashya,senior,M
28,4,1,7,2,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.16666666666666666,4.46,0.0,2.83,65.3,20.9,14.1,0.0,63.18,2.0,0.8,0.26666666666666666,1.84799,0.19083969465648853,1019.0,1035.6,-0.7321976729237848,-0.5832538350545925,2.74586852735953,1,280,2013,Agashya,senior,M
29,4,1,5,2,1,0.4,0.4,0.0,0.25,4.46,0.19999999996,2.63,50.6,24.5,15.6,9.3,45.2,0.75,1.83,1.0879545454545454,1.33078,0.1191896806455279,1061.7,1019.0,-0.3754385492186429,-0.7249738253844836,2.7287719298245614,1,280,2014,Agashya,senior,M
30,4,1,6,2,1,0.3333333333333333,0.3333333333333333,0.0,0.5,4.46,0.0,2.9,33.6,37.7,15.5,13.2,33.56,2.8,1.0,0.2631578947368421,0.9743999999999999,0.1388888888888889,1342.4,1061.7,1.9698140508758128,-0.36042903098168894,2.5539682539682538,1,280,2015,Agashya,senior,M
31,4,1,5,2,1,0.4,0.2,0.0,0.6666666666666666,4.46,0.0,3.39,34.8,26.3,16.2,22.7,38.58,2.0,1.0,0.3333333333333333,1.1797199999999999,0.05285412262156448,1384.6,1342.4,2.3223956672776143,2.036004781403894,2.8998029833943146,1,280,2016,Agashya,senior,M
32,4,1,4,2,1,0.5,0.25,0.0,0.3333333333333333,4.46,0.19999999996,3.43,32.6,28.0,11.5,27.9,45.2,0.75,1.83,1.0879545454545454,1.1181800000000002,0.1191896806455279,1041.6,1384.6,-0.5433743428128676,2.39628090139916,3.163738019169329,1,280,2017,Agashya,senior,M
33,4,1,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,2.24,37.3,29.1,11.4,22.2,39.7,1.0,1.67,0.835,0.83552,0.10905125408942203,1118.3,1041.6,0.09745527751931923,-0.5320297421642701,2.9411971830985912,1,280,2018,Agashya,senior,M
34,4,1,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,4.09,36.2,32.9,6.1,24.8,45.2,0.75,1.83,1.0879545454545454,1.48058,0.1191896806455279,1076.1,1118.3,-0.25512633888248387,0.12278491195035154,2.4982137057486202,1,280,2019,Agashya,senior,M
35,4,1,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,2.26,36.1,31.0,11.0,21.9,38.6,0.25,1.0,0.8,0.81586,0.1149425287356322,1029.6,1076.1,-0.6436345180930011,-0.23749120804491633,2.6212227687983134,0,280,2020,Agashya,senior,M
5,1,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.19999999996,3.42,44.2,33.6,13.9,8.3,46.27,0.33,2.67,2.007518796992481,1.51164,0.07651109410864575,1133.2,,0.22194499515881905,,3.0120268836222146,1,281,2010,Agashya,juvenile,F
6,1,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.0,2.28,33.2,27.8,15.1,23.9,34.6,0.6,1.8,1.125,0.75696,0.09487666034155598,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,281,2011,Agashya,juvenile,F
7,1,0,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.0,3.04,37.8,27.0,8.6,26.6,39.2,0.67,2.5,1.4970059880239521,1.14912,0.1364256480218281,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,1,281,2012,Agashya,juvenile,F
8,2,0,7,2,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.16666666666666666,4.46,0.49999999975,3.01,55.2,36.0,16.1,0.0,52.33,0.33,2.33,1.7518796992481203,1.6615199999999999,0.06506180871828238,1019.0,1035.6,-0.7321976729237848,-0.5832538350545925,2.74586852735953,1,281,2013,Agashya,subadult,F
9,2,0,5,2,1,0.4,0.4,0.0,0.25,4.46,0.19999999996,3.19,38.2,24.1,11.0,26.7,45.2,0.75,1.83,1.0879545454545454,1.21858,0.1191896806455279,1061.7,1019.0,-0.3754385492186429,-0.7249738253844836,2.7287719298245614,1,281,2014,Agashya,subadult,F
10,2,0,6,2,1,0.3333333333333333,0.3333333333333333,0.0,0.5,4.46,0.0,3.19,26.9,29.4,21.9,21.8,22.53,0.5,3.17,2.1133333333333333,0.8581099999999999,0.0643915003219575,1342.4,1061.7,1.9698140508758128,-0.36042903098168894,2.5539682539682538,1,281,2015,Agashya,subadult,F
11,2,0,5,2,1,0.4,0.2,0.0,0.6666666666666666,4.46,0.0,3.87,44.0,25.6,10.9,19.5,45.2,0.75,1.83,1.0879545454545454,1.7028,0.1191896806455279,1384.6,1342.4,2.3223956672776143,2.036004781403894,2.8998029833943146,1,281,2016,Agashya,subadult,F
12,3,0,4,2,1,0.5,0.25,0.0,0.3333333333333333,4.46,0.0,3.94,42.5,32.0,11.9,13.6,45.2,0.75,1.83,1.0879545454545454,1.6744999999999999,0.1191896806455279,1041.6,1384.6,-0.5433743428128676,2.39628090139916,3.163738019169329,1,281,2017,Agashya,prime_adult,F
13,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,2.62,26.1,21.7,16.3,35.9,45.2,0.75,1.83,1.0879545454545454,0.6838200000000001,0.1191896806455279,1118.3,1041.6,0.09745527751931923,-0.5320297421642701,2.9411971830985912,1,281,2018,Agashya,prime_adult,F
14,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,3.83,53.2,29.5,16.8,0.5,51.3,0.4,2.4,1.7142857142857144,2.0375600000000005,0.06657789613848203,1076.1,1118.3,-0.25512633888248387,0.12278491195035154,2.4982137057486202,1,281,2019,Agashya,prime_adult,F
15,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,3.73,55.5,21.9,16.5,6.1,51.45,0.33,2.5,1.8796992481203008,2.07015,0.06983240223463687,1029.6,1076.1,-0.6436345180930011,-0.23749120804491633,2.6212227687983134,1,281,2020,Agashya,prime_adult,F
16,3,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,2.93,43.3,25.4,19.8,11.5,41.67,1.17,2.67,1.230414746543779,1.26869,0.09596928982725528,1072.1,1029.6,-0.288546397309195,-0.6344779279449149,2.890862944162436,1,281,2021,Agashya,prime_adult,F
17,3,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,2.44,64.0,28.9,10.4,0.0,69.62,0.6,3.6,2.25,1.5615999999999999,0.12254901960784313,1046.1,1072.1,-0.5057767770828175,-0.2716406033051313,2.6509762900976295,1,281,2022,Agashya,prime_adult,F
18,3,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.55,47.4,29.8,22.4,0.4,45.2,0.75,1.83,1.0879545454545454,1.6826999999999999,0.1191896806455279,1162.7,1046.1,0.46841792605581384,-0.4936116724965283,2.429708222811671,1,281,2023,Agashya,prime_adult,F
2,0,1,8,2,1,0.25,0.375,0.125,0.6,4.46,0.79999999984,2.69,49.0,34.6,16.0,0.4,47.06,1.0,1.0,0.5,1.3181,0.15479876160990713,1133.2,,0.22194499515881905,,3.0120268836222146,1,282,2010,Agashya,infant,M
3,1,1,8,2,1,0.25,0.375,0.125,0.6,4.46,0.9999999998,2.74,57.2,32.6,11.2,0.0,45.2,0.75,1.83,1.0879545454545454,1.56728,0.1191896806455279,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,282,2011,Agashya,juvenile,M
4,1,1,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.9999999998333333,3.41,37.1,32.0,14.8,16.1,45.2,0.75,1.83,1.0879545454545454,1.2651100000000002,0.1191896806455279,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,1,282,2012,Agashya,juvenile,M
5,1,1,7,2,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.16666666666666666,4.46,0.9999999995,3.69,52.6,29.3,14.3,3.8,50.85,2.25,1.5,0.46153846153846156,1.9409399999999999,0.14814814814814814,1019.0,1035.6,-0.7321976729237848,-0.5832538350545925,2.74586852735953,1,282,2013,Agashya,juvenile,M
6,1,1,5,2,1,0.4,0.4,0.0,0.25,4.46,0.9999999998,2.58,45.1,27.0,14.7,13.2,44.82,1.8,1.6,0.5714285714285715,1.16358,0.10288065843621398,1061.7,1019.0,-0.3754385492186429,-0.7249738253844836,2.7287719298245614,1,282,2014,Agashya,juvenile,M
7,1,1,6,2,1,0.3333333333333333,0.3333333333333333,0.0,0.5,4.46,0.49999999991666666,2.23,31.1,32.0,15.6,21.3,29.8,1.0,1.33,0.665,0.6935300000000001,0.1639344262295082,1342.4,1061.7,1.9698140508758128,-0.36042903098168894,2.5539682539682538,1,282,2015,Agashya,juvenile,M
8,2,1,5,2,1,0.4,0.2,0.0,0.6666666666666666,4.46,0.99999999975,3.46,40.8,34.6,9.0,15.6,45.17,1.67,0.67,0.250936329588015,1.4116799999999998,0.28328611898017,1384.6,1342.4,2.3223956672776143,2.036004781403894,2.8998029833943146,1,282,2016,Agashya,subadult,M
9,2,1,4,2,1,0.5,0.25,0.0,0.3333333333333333,4.46,0.59999999988,4.26,46.4,25.0,20.9,7.7,45.2,2.0,0.67,0.22333333333333336,1.97664,0.12820512820512822,1041.6,1384.6,-0.5433743428128676,2.39628090139916,3.163738019169329,1,282,2017,Agashya,subadult,M
10,2,1,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.49999999991666666,2.02,43.4,20.4,16.1,20.1,40.6,1.2,1.0,0.45454545454545453,0.8766799999999999,0.08237232289950576,1118.3,1041.6,0.09745527751931923,-0.5320297421642701,2.9411971830985912,1,282,2018,Agashya,subadult,M
11,2,1,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.9999999998333333,3.48,33.2,32.1,10.3,24.4,27.02,2.5,0.25,0.07142857142857142,1.1553600000000002,0.13736263736263735,1076.1,1118.3,-0.25512633888248387,0.12278491195035154,2.4982137057486202,1,282,2019,Agashya,subadult,M
12,3,1,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.49999999975,2.93,41.6,30.5,14.9,13.0,43.12,0.83,1.5,0.819672131147541,1.21888,0.11806375442739081,1029.6,1076.1,-0.6436345180930011,-0.23749120804491633,2.6212227687983134,1,282,2020,Agashya,prime_adult,M
13,3,1,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,2.74,51.0,29.8,11.8,7.4,45.2,0.75,1.83,1.0879545454545454,1.3974000000000002,0.1191896806455279,1072.1,1029.6,-0.288546397309195,-0.6344779279449149,2.890862944162436,1,282,2021,Agashya,prime_adult,M
14,3,1,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.26,56.9,25.9,14.4,2.8,58.37,1.0,1.0,0.5,1.8549399999999998,0.18181818181818182,1046.1,1072.1,-0.5057767770828175,-0.2716406033051313,2.6509762900976295,1,282,2022,Agashya,prime_adult,M
15,3,1,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.66,39.6,37.9,11.6,10.9,40.24,2.0,1.4,0.4666666666666666,1.44936,0.06675567423230974,1162.7,1046.1,0.46841792605581384,-0.4936116724965283,2.429708222811671,1,282,2023,Agashya,prime_adult,M
0,0,1,8,2,1,0.25,0.375,0.125,0.6,4.46,0.9999999998,2.9,53.8,24.8,14.3,7.1,52.98,1.8,1.6,0.5714285714285715,1.5601999999999998,0.0992063492063492,1133.2,,0.22194499515881905,,3.0120268836222146,1,283,2010,Agashya,infant,M
1,0,1,8,2,1,0.25,0.375,0.125,0.6,4.46,0.59999999988,4.34,38.4,25.5,17.0,19.1,31.92,1.83,1.5,0.5300353356890459,1.6665599999999998,0.1607717041800643,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,283,2011,Agashya,infant,M
2,0,1,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.49999999991666666,2.91,43.5,29.1,14.1,13.3,45.2,0.75,1.83,1.0879545454545454,1.2658500000000001,0.1191896806455279,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,0,283,2012,Agashya,infant,M
10,2,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.0,2.45,49.5,36.4,10.7,3.4,54.53,0.5,1.5,1.0,1.21275,0.1592356687898089,1133.2,,0.22194499515881905,,3.0120268836222146,1,284,2010,Agashya,subadult,F
11,2,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.19999999996,3.93,54.6,20.8,22.2,2.4,45.2,0.75,1.83,1.0879545454545454,2.1457800000000002,0.1191896806455279,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,284,2011,Agashya,subadult,F
12,3,0,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.0,3.34,48.0,33.9,8.0,10.1,45.2,0.75,1.83,1.0879545454545454,1.6032,0.1191896806455279,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,1,284,2012,Agashya,prime_adult,F
13,3,0,7,2,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.16666666666666666,4.46,0.0,3.07,52.3,26.5,11.5,9.7,56.9,1.0,2.67,1.335,1.6056099999999998,0.06609385327164573,1019.0,1035.6,-0.7321976729237848,-0.5832538350545925,2.74586852735953,1,284,2013,Agashya,prime_adult,F
14,3,0,5,2,1,0.4,0.4,0.0,0.25,4.46,0.19999999996,4.0,40.9,30.4,9.4,19.3,45.2,0.75,1.83,1.0879545454545454,1.636,0.1191896806455279,1061.7,1019.0,-0.3754385492186429,-0.7249738253844836,2.7287719298245614,1,284,2014,Agashya,prime_adult,F
15,3,0,6,2,1,0.3333333333333333,0.3333333333333333,0.0,0.5,4.46,0.0,3.67,48.7,26.8,10.9,13.6,53.43,0.33,1.83,1.3759398496240602,1.78729,0.08250825082508251,1342.4,1061.7,1.9698140508758128,-0.36042903098168894,2.5539682539682538,1,284,2015,Agashya,prime_adult,F
16,3,0,5,2,1,0.4,0.2,0.0,0.6666666666666666,4.46,0.0,3.28,40.5,40.0,19.3,0.2,44.27,0.33,1.33,1.0,1.3284,0.07262164124909223,1384.6,1342.4,2.3223956672776143,2.036004781403894,2.8998029833943146,1,284,2016,Agashya,prime_adult,F
17,3,0,4,2,1,0.5,0.25,0.0,0.3333333333333333,4.46,0.0,3.25,50.6,37.0,13.2,0.0,45.2,0.75,1.83,1.0879545454545454,1.6445,0.1191896806455279,1041.6,1384.6,-0.5433743428128676,2.39628090139916,3.163738019169329,1,284,2017,Agashya,prime_adult,F
18,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,2.26,42.4,24.5,4.4,28.7,39.0,0.4,2.2,1.5714285714285716,0.9582399999999999,0.13513513513513511,1118.3,1041.6,0.09745527751931923,-0.5320297421642701,2.9411971830985912,1,284,2018,Agashya,prime_adult,F
19,3,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,3.74,35.8,35.4,13.0,15.8,35.74,0.4,2.8,2.0,1.3389199999999999,0.11737089201877934,1076.1,1118.3,-0.25512633888248387,0.12278491195035154,2.4982137057486202,1,284,2019,Agashya,prime_adult,F
20,4,0,3,2,1,0.6666666666666666,0.3333333333333333,0.0,0.0,4.46,0.0,3.69,35.5,42.3,15.2,7.0,38.33,1.0,2.0,1.0,1.30995,0.07102272727272728,1029.6,1076.1,-0.6436345180930011,-0.23749120804491633,2.6212227687983134,1,284,2020,Agashya,senior,F
21,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,4.18,46.5,25.7,15.2,12.6,45.12,0.33,1.83,1.3759398496240602,1.9436999999999998,0.0970873786407767,1072.1,1029.6,-0.288546397309195,-0.6344779279449149,2.890862944162436,1,284,2021,Agashya,senior,F
22,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.28,48.7,24.9,15.5,10.9,45.2,0.75,1.83,1.0879545454545454,1.59736,0.1191896806455279,1046.1,1072.1,-0.5057767770828175,-0.2716406033051313,2.6509762900976295,1,284,2022,Agashya,senior,F
23,4,0,2,2,1,1.0,0.5,0.0,0.0,4.46,0.0,3.07,49.9,30.5,17.2,2.4,53.08,0.5,3.5,2.3333333333333335,1.5319299999999998,0.11695906432748537,1162.7,1046.1,0.46841792605581384,-0.4936116724965283,2.429708222811671,0,284,2023,Agashya,senior,F
18,3,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.0,3.85,59.9,27.4,13.9,0.0,45.2,0.75,1.83,1.0879545454545454,2.30615,0.1191896806455279,1133.2,,0.22194499515881905,,3.0120268836222146,1,285,2010,Agashya,prime_adult,F
19,3,0,8,2,1,0.25,0.375,0.125,0.6,4.46,0.0,2.56,41.6,34.3,14.3,9.8,41.13,0.33,4.67,3.5112781954887216,1.0649600000000001,0.11764705882352941,969.9,1133.2,-1.1424288901116644,0.2499914092946529,3.2231404958677685,1,285,2011,Agashya,prime_adult,F
20,4,0,6,2,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,4.46,0.0,3.62,46.8,29.0,15.8,8.4,45.2,0.75,1.83,1.0879545454545454,1.6941599999999999,0.1191896806455279,1035.6,969.9,-0.5935044304529343,-1.144157652203622,2.9579992363497523,1,285,2012,Agashya,senior,F
